Buyer Name,Type,Industry,Count,Tot Value,Average Size,Minimum Size,Maximum Size,Average Premium,Minimum Premium,Maximum Premium
Shenzhen Tencent Ruijian Investment Co Ltd,Strategic,Commercial Support Services,1,,,,,,0,0
LVMH Moet Hennessy Louis Vuitton SE,Strategic,Apparel & Textile Products,1,,,,,,0,0
Q Partners Co Ltd,Strategic,Asset Management,1,0.149439,0.149439,0.149439,0.149439,,0,0
Amundi Private Equity Funds SA,Strategic,Asset Management,1,,,,,,0,0
Djarum Pt,Strategic,Tobacco & Cannabis,1,150.377,150.377,150.377,150.377,,0,0
Cathay Capital Private Equity SASU,Strategic,Asset Management,1,134.021,134.021,134.021,134.021,,0,0
E Supplies Co Ltd,Strategic,Technology Hardware,1,0.128766,0.128766,0.128766,0.128766,,0,0
Porter Holding International Inc,Strategic,Commercial Support Services,1,40,40,40,40,,0,0
ENBC Corp,Strategic,Leisure Facilities & Services,1,100.9,100.9,100.9,100.9,,0,0
REIJ Co Ltd,Strategic,Asset Management,1,0.0037632,0.0037632,0.0037632,0.0037632,,0,0
MARR SpA,Strategic,Wholesale - Consumer Staples,1,5.4436,5.4436,5.4436,5.4436,,0,0
Harvest KK,Strategic,Wholesale - Consumer Staples,1,,,,,,0,0
Sultan Center Food Products Co KSC,Strategic,Retail - Discretionary,1,19.0245,19.0245,19.0245,19.0245,,0,0
CFL Pizza LLC,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Country Delight Inc,Strategic,Food,1,1.5,1.5,1.5,1.5,,0,0
TN Co Ltd/Korea,Strategic,Chemicals,1,9.889,9.889,9.889,9.889,,0,0
Klepierre SA,Strategic,REIT,1,384.241,384.241,384.241,384.241,,0,0
JAFCO Investment Asia Pacific Ltd,Strategic,Asset Management,1,18,18,18,18,,0,0
Xian Weide Industrial Development Co Ltd,Strategic,Machinery,1,2.14818,2.14818,2.14818,2.14818,,0,0
Lawson Inc,Strategic,Retail - Consumer Staples,1,205.8,205.8,205.8,205.8,,0,0
Native Foods Cafe LLC,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Redquartz Developments Ltd,Strategic,Real Estate Owners & Developers,1,,,,,,0,0
Accomplice Management LLC,Strategic,Asset Management,1,15,15,15,15,,0,0
Harry's Inc,Strategic,Household Products,1,8,8,8,8,,0,0
MI Ventures LLC/NY,Strategic,Asset Management,1,2,2,2,2,,0,0
Tiger Brands Ltd,Strategic,Food,1,,,,,,0,0
Preferred Restaurant Brands Inc,Strategic,Food,1,,,,,,0,0
MLC No1 Investment Fund,Strategic,Asset Management,1,2.13984,2.13984,2.13984,2.13984,,0,0
Encore Capital Ltd,Strategic,Asset Management,1,,,,,,0,0
Eutopia Gestion SAS,Strategic,Asset Management,1,11.215,11.215,11.215,11.215,,0,0
Whistle Miyoshi KK,Strategic,Leisure Facilities & Services,1,1.87932,1.87932,1.87932,1.87932,,0,0
Francis Ford Coppola Presents LLC,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Cogexco,Strategic,Specialty Finance,1,,,,,,0,0
BFMA Holding Corp,Strategic,Specialty Finance,1,210.422,210.422,210.422,210.422,20.37,0,0
Century Pacific Food Inc,Strategic,Food,1,,,,,,0,0
Spring Lane Capital LLC,Strategic,Asset Management,1,68.8,68.8,68.8,68.8,,0,0
